"osid","itemid","itemqty","purrate","itemmrp","itemsalerate","entrydate","empid"
"CONS1-2362","7228","2.00","41.25","55.00","46.75","2022-03-31","204"
"CONS1-2363","7227","1.00","123.75","165.00","140.25","2022-03-31","204"
"CONS1-2364","7236","2.00","299.25","399.00","339.15","2022-03-31","204"
"CONS1-2365","7237","3.00","299.25","399.00","339.15","2022-03-31","204"
"CONS1-2366","7219","1.00","149.25","199.00","169.15","2022-03-31","204"
"CONS1-2367","7235","1.00","337.50","450.00","382.50","2022-03-31","204"
"CONS1-2368","7439","4.00","60.00","70.00","65.00","2022-03-31","204"
"CONS1-2369","4508","26.00","12.25","25.00","20.00","2022-03-31","204"
"CONS1-2370","7028","1.00","70.00","120.00","89.00","2022-03-31","204"
"CONS1-2371","4655","2.00","70.00","150.00","85.00","2022-03-31","204"
"CONS1-2372","10055","2.00","148.00","185.00","166.50","2022-03-31","204"
"CONS1-2373","10059","1.00","140.00","175.00","157.50","2022-03-31","204"
"CONS1-2374","10058","3.00","148.00","185.00","166.50","2022-03-31","204"
"CONS1-2375","10057","3.00","115.99","145.00","130.50","2022-03-31","204"
"CONS1-2376","10060","1.00","124.00","155.00","139.50","2022-03-31","204"
"CONS1-2377","10054","1.00","107.99","135.00","121.50","2022-03-31","204"
"CONS1-2378","10056","2.00","124.50","155.00","139.50","2022-03-31","204"
"CONS1-2379","10053","1.00","124.00","155.00","139.50","2022-03-31","204"
"CONS1-2380","10052","2.00","124.00","155.00","139.50","2022-03-31","204"
"CONS1-2381","7011","2.00","175.01","225.00","202.50","2022-03-31","204"
"CONS1-2382","4434","19.00","7.99","10.00","10.00","2022-03-31","204"
"CONS1-2383","3001","29.00","15.72","20.00","18.00","2022-03-31","204"
"CONS1-2384","2953","1.00","45.93","50.00","48.00","2022-03-31","204"
"CONS1-2385","2952","23.00","4.21","5.00","5.00","2022-03-31","204"
"CONS1-2386","3058","1.00","123.35","210.00","178.50","2022-03-31","204"
"CONS1-2387","3022","1.00","87.04","145.00","108.80","2022-03-31","204"
"CONS1-2388","7466","1.00","70.96","99.00","79.20","2022-03-31","204"
"CONS1-2389","9797","6.00","0.01","199.00","0.00","2022-03-31","204"
"CONS1-2390","9788","1.00","107.53","150.00","127.50","2022-03-31","204"
"CONS1-2391","7465","3.00","60.00","99.00","79.00","2022-03-31","204"
"CONS1-2392","9791","1.00","143.36","200.00","170.00","2022-03-31","204"
"CONS1-2393","7449","1.00","164.25","225.00","191.25","2022-03-31","204"
"CONS1-2394","7475","1.00","80.29","235.00","188.00","2022-03-31","204"
"CONS1-2395","9796","1.00","150.53","210.00","178.50","2022-03-31","204"
"CONS1-2396","7479","1.00","160.58","235.00","188.00","2022-03-31","204"
"CONS1-2397","10833","2.00","140.08","205.00","164.00","2022-03-31","204"
"CONS1-2398","8070","2.00","97.50","125.00","112.50","2022-03-31","204"
"CONS1-2399","8071","2.00","97.50","125.00","112.50","2022-03-31","204"
"CONS1-2400","8068","1.00","351.00","450.00","405.00","2022-03-31","204"
"CONS1-2401","8067","2.00","233.22","299.00","209.60","2022-03-31","204"
"CONS1-2402","8069","1.00","331.50","425.00","382.50","2022-03-31","204"
"CONS1-2403","10476","2.00","140.00","200.00","155.00","2022-03-31","204"
"CONS1-2404","1109","1.00","168.00","300.00","199.00","2022-03-31","204"
"CONS1-2405","1106","3.00","145.60","250.00","185.00","2022-03-31","204"
"CONS1-2406","1099","8.00","78.40","190.00","95.00","2022-03-31","204"
"CONS1-2407","1104","2.00","212.80","300.00","240.00","2022-03-31","204"
"CONS1-2408","1098","14.00","89.60","190.00","123.50","2022-03-31","204"
"CONS1-2409","1097","29.00","89.60","190.00","123.50","2022-03-31","204"
"CONS1-2410","1095","19.00","97.44","190.00","123.50","2022-03-31","204"
"CONS1-2411","1101","2.00","89.60","190.00","123.50","2022-03-31","204"
"CONS1-2412","1105","7.00","112.00","250.00","162.50","2022-03-31","204"
"CONS1-2413","8818","1.00","60.00","149.00","74.50","2022-03-31","204"
"CONS1-2414","8825","3.00","65.00","159.00","79.50","2022-03-31","204"
"CONS1-2415","8821","2.00","60.00","149.00","74.50","2022-03-31","204"
"CONS1-2416","8824","20.00","65.00","159.00","79.50","2022-03-31","204"
"CONS1-2417","10958","10.00","80.00","169.00","84.50","2022-03-31","204"
"CONS1-2418","8819","1.00","60.00","149.00","74.50","2022-03-31","204"
"CONS1-2419","8827","15.00","20.00","25.00","24.00","2022-03-31","204"
"CONS1-2420","8828","39.00","20.00","25.00","22.50","2022-03-31","204"
"CONS1-2421","8898","1.00","69.08","85.00","78.20","2022-03-31","204"
"CONS1-2422","2670","1.00","152.22","180.00","171.00","2022-03-31","204"
"CONS1-2423","2672","1.00","74.56","80.00","76.00","2022-03-31","204"
"CONS1-2424","2673","1.00","69.43","80.00","76.00","2022-03-31","204"
"CONS1-2425","2669","3.00","159.75","180.00","165.60","2022-03-31","204"
"CONS1-2426","2676","2.00","67.71","80.00","74.00","2022-03-31","204"
"CONS1-2427","7118","6.00","80.00","99.00","94.00","2022-03-31","204"
"CONS1-2428","97","1.00","25.00","42.00","33.60","2022-03-31","204"
"CONS1-2429","8233","1.00","43.00","90.00","70.00","2022-03-31","204"
"CONS1-2430","95","4.00","10.00","22.00","18.00","2022-03-31","204"
"CONS1-2431","8814","1.00","30.00","125.00","49.00","2022-03-31","204"
"CONS1-2432","100","76.00","19.00","45.00","25.00","2022-03-31","204"
"CONS1-2433","99","27.00","44.00","85.00","55.00","2022-03-31","204"
"CONS1-2434","4935","5.00","51.00","60.00","57.00","2022-03-31","204"
"CONS1-2435","10044","3.00","51.00","60.00","57.00","2022-03-31","204"
"CONS1-2436","6382","6.00","40.00","75.00","49.00","2022-03-31","204"
"CONS1-2437","3482","1.00","82.00","125.00","107.00","2022-03-31","204"
"CONS1-2438","3471","2.00","84.00","135.00","95.00","2022-03-31","204"
"CONS1-2439","812","64.00","6.00","10.00","8.00","2022-03-31","204"
"CONS1-2440","8746","10.00","6.00","10.00","10.00","2022-03-31","204"
"CONS1-2441","5821","137.00","5.35","10.00","10.00","2022-03-31","204"
"CONS1-2442","10373","1.00","18.67","20.00","20.00","2022-03-31","204"
"CONS1-2443","4938","2.00","24.00","30.00","30.00","2022-03-31","204"
"CONS1-2444","5818","46.00","32.02","60.00","54.00","2022-03-31","204"
"CONS1-2445","6394","1.00","52.00","70.00","60.00","2022-03-31","204"
"CONS1-2446","2045","4.00","52.18","60.00","57.00","2022-03-31","204"
"CONS1-2447","2709","1.00","255.32","352.00","299.20","2022-03-31","204"
"CONS1-2448","2707","1.00","164.73","205.00","184.50","2022-03-31","204"
"CONS1-2449","11124","3.00","134.02","179.00","152.15","2022-03-31","204"
"CONS1-2450","2710","18.00","129.52","163.00","146.70","2022-03-31","204"
"CONS1-2451","2708","7.00","262.22","330.00","297.00","2022-03-31","204"
"CONS1-2452","5564","19.00","280.00","625.00","335.00","2022-03-31","204"
"CONS1-2453","5820","8.00","47.99","60.00","54.00","2022-03-31","204"
"CONS1-2454","1170","1.00","340.00","480.00","391.00","2022-03-31","204"
"CONS1-2455","7432","1.00","335.00","550.00","380.00","2022-03-31","204"
"CONS1-2456","7428","1.00","340.00","550.00","450.00","2022-03-31","204"
"CONS1-2457","1169","1.00","340.00","480.00","391.00","2022-03-31","204"
"CONS1-2458","8181","11.00","169.99","195.00","175.00","2022-03-31","204"
"CONS1-2459","4471","1.00","134.40","160.00","140.00","2022-03-31","204"
"CONS1-2460","3608","1.00","38.00","70.00","50.00","2022-03-31","204"
"CONS1-2461","3607","11.00","38.00","70.00","50.00","2022-03-31","204"
"CONS1-2462","3603","1.00","38.00","70.00","50.00","2022-03-31","204"
"CONS1-2463","3606","4.00","38.00","70.00","50.00","2022-03-31","204"
"CONS1-2464","3605","34.00","38.00","70.00","50.00","2022-03-31","204"
"CONS1-2465","3604","10.00","40.00","60.00","50.00","2022-03-31","204"
"CONS1-2466","2066","1.00","102.72","169.00","126.75","2022-03-31","204"
"CONS1-2467","1345","2.00","210.94","275.00","247.50","2022-03-31","204"
"CONS1-2468","1329","3.00","102.70","169.00","126.75","2022-03-31","204"
"CONS1-2469","1337","5.00","45.42","55.00","50.00","2022-03-31","204"
"CONS1-2470","1340","1.00","46.90","55.00","50.00","2022-03-31","204"
"CONS1-2471","1341","5.00","45.42","55.00","50.00","2022-03-31","204"
"CONS1-2472","7006","3.00","44.32","55.00","52.25","2022-03-31","204"
"CONS1-2473","7007","2.00","44.32","55.00","52.25","2022-03-31","204"
"CONS1-2474","7008","8.00","44.32","55.00","52.25","2022-03-31","204"
"CONS1-2475","10259","3.00","132.00","180.00","162.00","2022-03-31","204"
"CONS1-2476","11116","1.00","128.02","199.00","149.25","2022-03-31","204"
"CONS1-2477","1336","15.00","46.20","55.00","50.00","2022-03-31","204"
"CONS1-2478","1330","3.00","102.73","169.00","126.75","2022-03-31","204"
"CONS1-2479","1344","2.00","127.02","144.00","136.80","2022-03-31","204"
"CONS1-2480","7739","1.00","102.30","120.00","113.00","2022-03-31","204"
"CONS1-2481","1314","3.00","117.75","129.00","122.55","2022-03-31","204"
"CONS1-2482","1327","11.00","26.78","38.00","31.00","2022-03-31","204"
"CONS1-2483","1325","4.00","100.00","106.00","105.00","2022-03-31","204"
"CONS1-2484","1350","2.00","21.35","29.00","26.10","2022-03-31","204"
"CONS1-2485","1355","4.00","24.47","30.00","28.00","2022-03-31","204"
"CONS1-2486","1353","1.00","27.39","33.00","30.00","2022-03-31","204"
"CONS1-2487","1354","1.00","24.90","30.00","27.00","2022-03-31","204"
"CONS1-2488","1326","9.00","27.39","33.00","30.00","2022-03-31","204"
"CONS1-2489","1324","3.00","429.80","480.00","460.80","2022-03-31","204"
"CONS1-2490","6889","14.00","288.38","350.00","315.00","2022-03-31","204"
"CONS1-2491","1316","1.00","91.32","105.00","99.75","2022-03-31","204"
"CONS1-2492","10896","1.00","139.50","178.00","160.00","2022-03-31","204"
"CONS1-2493","1357","6.00","125.21","146.00","138.70","2022-03-31","204"
"CONS1-2494","10575","4.00","87.66","103.00","95.00","2022-03-31","204"
"CONS1-2495","2055","1.00","26.84","36.00","32.00","2022-03-31","204"
"CONS1-2496","2052","13.00","61.37","72.00","68.40","2022-03-31","204"
"CONS1-2497","1318","27.00","34.13","40.00","38.00","2022-03-31","204"
"CONS1-2498","2065","7.00","102.71","169.00","126.75","2022-03-31","204"
"CONS1-2499","1335","2.00","45.44","55.00","49.50","2022-03-31","204"
"CONS1-2500","1333","1.00","64.68","140.00","125.00","2022-03-31","204"
"CONS1-2501","9346","2.00","66.51","79.00","70.00","2022-03-31","204"
"CONS1-2502","2056","15.00","127.28","140.00","130.00","2022-03-31","204"
"CONS1-2503","1339","7.00","243.30","306.00","290.70","2022-03-31","204"
"CONS1-2504","1342","1.00","58.12","75.00","70.00","2022-03-31","204"
"CONS1-2505","1343","4.00","115.50","134.00","127.30","2022-03-31","204"
"CONS1-2506","1352","8.00","61.44","75.00","71.25","2022-03-31","204"
"CONS1-2507","1351","4.00","80.36","95.00","87.00","2022-03-31","204"
"CONS1-2508","1338","2.00","59.76","75.00","67.50","2022-03-31","204"
"CONS1-2509","1328","2.00","8.62","10.00","9.50","2022-03-31","204"
"CONS1-2510","8803","1.00","18.67","28.00","24.00","2022-03-31","204"
"CONS1-2511","1348","4.00","10.09","15.00","13.50","2022-03-31","204"
"CONS1-2512","2067","2.00","102.71","169.00","126.75","2022-03-31","204"
"CONS1-2513","9907","1.00","102.71","169.00","126.75","2022-03-31","204"
"CONS1-2514","1315","1.00","50.03","57.00","54.15","2022-03-31","204"
"CONS1-2515","478","2.00","39.00","49.00","44.10","2022-03-31","204"
"CONS1-2516","7634","2.00","170.22","200.00","170.00","2022-03-31","204"
"CONS1-2517","522","2.00","30.72","35.00","33.50","2022-03-31","204"
"CONS1-2518","562","3.00","62.66","80.00","72.00","2022-03-31","204"
"CONS1-2519","561","2.00","66.97","75.00","71.00","2022-03-31","204"
"CONS1-2520","730","14.00","897.96","1100.00","1050.00","2022-03-31","204"
"CONS1-2521","545","1.00","239.29","268.00","256.00","2022-03-31","204"
"CONS1-2522","546","2.00","239.29","268.00","256.00","2022-03-31","204"
"CONS1-2523","543","13.00","418.74","469.00","445.55","2022-03-31","204"
"CONS1-2524","544","8.00","418.75","469.00","445.55","2022-03-31","204"
"CONS1-2525","602","2.00","307.02","350.00","332.50","2022-03-31","204"
"CONS1-2526","520","2.00","254.46","285.00","262.20","2022-03-31","204"
"CONS1-2527","535","2.00","172.22","199.00","189.05","2022-03-31","204"
"CONS1-2528","536","1.00","177.68","199.00","189.00","2022-03-31","204"
"CONS1-2529","729","2.00","172.22","199.00","183.08","2022-03-31","204"
"CONS1-2530","727","4.00","186.11","225.00","202.50","2022-03-31","204"
"CONS1-2531","537","2.00","75.89","85.00","80.75","2022-03-31","204"
"CONS1-2532","728","3.00","186.12","225.00","202.50","2022-03-31","204"
"CONS1-2533","695","8.00","534.82","599.00","569.00","2022-03-31","204"
"CONS1-2534","694","7.00","875.00","1000.00","950.00","2022-03-31","204"
"CONS1-2535","700","10.00","1354.54","1649.00","1566.00","2022-03-31","204"
"CONS1-2536","660","1.00","445.54","499.00","474.00","2022-03-31","204"
"CONS1-2537","523","3.00","1325.89","1650.00","1518.00","2022-03-31","204"
"CONS1-2538","7637","3.00","981.25","1099.00","1044.00","2022-03-31","204"
"CONS1-2539","693","16.00","451.78","550.00","522.50","2022-03-31","204"
"CONS1-2540","699","2.00","1477.75","1799.00","1709.00","2022-03-31","204"
"CONS1-2541","673","4.00","30.99","35.00","33.00","2022-03-31","204"
"CONS1-2542","8668","1.00","8.00","10.00","10.00","2022-03-31","204"
"CONS1-2543","600","1.00","22.00","27.00","26.00","2022-03-31","204"
"CONS1-2544","675","3.00","100.00","175.00","166.00","2022-03-31","204"
"CONS1-2545","588","4.00","41.01","50.00","47.50","2022-03-31","204"
"CONS1-2546","10132","1.00","22.81","28.00","25.00","2022-03-31","204"
"CONS1-2547","735","2.00","19.00","24.00","22.00","2022-03-31","204"
"CONS1-2548","10131","1.00","60.68","70.00","67.00","2022-03-31","204"
"CONS1-2549","8679","1.00","107.16","120.00","114.00","2022-03-31","204"
"CONS1-2550","477","4.00","39.00","49.00","44.10","2022-03-31","204"
"CONS1-2551","713","3.00","52.00","60.00","54.00","2022-03-31","204"
"CONS1-2552","8677","1.00","31.25","35.00","32.50","2022-03-31","204"
"CONS1-2553","726","3.00","48.65","75.00","69.00","2022-03-31","204"
"CONS1-2554","10134","1.00","327.75","399.00","379.05","2022-03-31","204"
"CONS1-2555","687","8.00","1126.13","1250.00","1187.50","2022-03-31","204"
"CONS1-2556","686","11.00","413.58","499.00","474.00","2022-03-31","204"
"CONS1-2557","738","7.00","809.01","899.00","854.00","2022-03-31","204"
"CONS1-2558","581","5.00","756.76","840.00","780.00","2022-03-31","204"
"CONS1-2559","9427","1.00","445.54","499.00","474.00","2022-03-31","204"
"CONS1-2560","539","1.00","567.57","630.00","600.00","2022-03-31","204"
"CONS1-2561","692","1.00","567.57","630.00","598.50","2022-03-31","204"
"CONS1-2562","691","4.00","317.84","360.00","342.00","2022-03-31","204"
"CONS1-2563","689","9.00","549.54","610.00","579.50","2022-03-31","204"
"CONS1-2564","688","2.00","297.30","330.00","313.50","2022-03-31","204"
"CONS1-2565","697","7.00","900.00","999.00","949.00","2022-03-31","204"
"CONS1-2566","9424","1.00","311.61","349.00","331.55","2022-03-31","204"
"CONS1-2567","698","1.00","258.93","290.00","275.50","2022-03-31","204"
"CONS1-2568","9421","3.00","80.36","90.00","85.50","2022-03-31","204"
"CONS1-2569","498","4.00","115.65","150.00","142.50","2022-03-31","204"
"CONS1-2570","554","6.00","67.01","88.00","79.20","2022-03-31","204"
"CONS1-2571","596","11.00","52.63","100.00","60.00","2022-03-31","204"
"CONS1-2572","8676","1.00","30.26","35.00","32.50","2022-03-31","204"
"CONS1-2573","579","3.00","59.56","75.00","67.50","2022-03-31","204"
"CONS1-2574","519","2.00","232.24","285.00","262.20","2022-03-31","204"
"CONS1-2575","518","2.00","287.87","329.00","305.00","2022-03-31","204"
"CONS1-2576","534","1.00","75.00","85.00","80.75","2022-03-31","204"
"CONS1-2577","701","7.00","58.04","65.00","63.00","2022-03-31","204"
"CONS1-2578","514","1.00","205.36","230.00","218.50","2022-03-31","204"
"CONS1-2579","703","5.00","160.71","180.00","156.50","2022-03-31","204"
"CONS1-2580","696","7.00","935.72","1048.00","995.60","2022-03-31","204"
"CONS1-2581","704","2.00","58.05","65.00","63.00","2022-03-31","204"
"CONS1-2582","605","4.00","437.73","499.00","474.00","2022-03-31","204"
"CONS1-2583","723","1.00","194.39","249.00","236.55","2022-03-31","204"
"CONS1-2584","601","11.00","253.73","325.00","308.75","2022-03-31","204"
"CONS1-2585","603","1.00","193.00","220.00","209.00","2022-03-31","204"
"CONS1-2586","10130","1.00","482.46","550.00","522.50","2022-03-31","204"
"CONS1-2587","724","2.00","285.08","325.00","308.75","2022-03-31","204"
"CONS1-2588","32","3.00","20.00","25.00","25.00","2022-03-31","204"
"CONS1-2589","580","16.00","8.00","14.00","12.00","2022-03-31","204"
"CONS1-2590","540","1.00","116.06","130.00","123.50","2022-03-31","204"
"CONS1-2591","685","11.00","215.50","260.00","247.00","2022-03-31","204"
"CONS1-2592","3487","1.00","19.50","25.00","25.00","2022-03-31","204"
"CONS1-2593","3481","1.00","110.00","195.00","150.00","2022-03-31","204"
"CONS1-2594","287","7.00","34.00","40.00","36.00","2022-03-31","204"
"CONS1-2595","223","10.00","22.96","28.00","26.00","2022-03-31","204"
"CONS1-2596","288","12.00","22.96","28.00","26.00","2022-03-31","204"
"CONS1-2597","221","2.00","59.50","70.00","65.00","2022-03-31","204"
"CONS1-2598","4937","2.00","47.99","120.00","60.00","2022-03-31","204"
"CONS1-2599","7416","11.00","41.50","50.00","40.00","2022-03-31","204"
"CONS1-2600","2608","2.00","87.75","99.00","95.00","2022-03-31","204"
"CONS1-2601","618","1.00","125.00","275.00","247.50","2022-03-31","204"
"CONS1-2602","620","3.00","239.95","275.00","250.00","2022-03-31","204"
"CONS1-2603","11111","4.00","24.40","28.00","25.76","2022-03-31","204"
"CONS1-2604","480","7.00","24.32","32.00","29.00","2022-03-31","204"
"CONS1-2605","9437","1.00","72.97","90.00","85.50","2022-03-31","204"
"CONS1-2606","481","5.00","30.48","36.00","34.20","2022-03-31","204"
"CONS1-2607","472","2.00","25.41","30.00","30.00","2022-03-31","204"
"CONS1-2608","670","2.00","128.83","143.00","135.00","2022-03-31","204"
"CONS1-2609","9435","1.00","35.56","42.00","39.90","2022-03-31","204"
"CONS1-2610","8662","4.00","157.66","175.00","166.00","2022-03-31","204"
"CONS1-2611","608","11.00","150.10","170.00","161.00","2022-03-31","204"
"CONS1-2612","671","12.00","70.63","80.00","76.00","2022-03-31","204"
"CONS1-2613","492","1.00","153.57","175.00","166.00","2022-03-31","204"
"CONS1-2614","493","1.00","62.16","69.00","65.50","2022-03-31","204"
"CONS1-2615","9430","2.00","339.43","400.00","368.00","2022-03-31","204"
"CONS1-2616","668","2.00","57.15","64.00","64.00","2022-03-31","204"
"CONS1-2617","5954","10.00","27.30","55.00","36.00","2022-03-31","204"
"CONS1-2618","7446","4.00","85.80","110.00","102.00","2022-03-31","204"
"CONS1-2619","5613","2.00","288.60","370.00","325.00","2022-03-31","204"
"CONS1-2620","5614","1.00","101.40","130.00","118.00","2022-03-31","204"
"CONS1-2621","5617","1.00","101.40","130.00","118.00","2022-03-31","204"
"CONS1-2622","5616","1.00","93.60","120.00","110.00","2022-03-31","204"
"CONS1-2623","5615","5.00","85.80","110.00","102.00","2022-03-31","204"
"CONS1-2624","7447","4.00","85.80","110.00","102.00","2022-03-31","204"
"CONS1-2625","1305","1.00","24.00","28.00","25.76","2022-03-31","204"
"CONS1-2626","9223","1.00","18.75","25.00","22.50","2022-03-31","204"
"CONS1-2627","719","1.00","305.33","399.00","359.10","2022-03-31","204"
"CONS1-2628","621","1.00","82.66","99.00","91.08","2022-03-31","204"
"CONS1-2629","622","1.00","75.77","99.00","94.00","2022-03-31","204"
"CONS1-2630","721","5.00","305.33","399.00","359.10","2022-03-31","204"
"CONS1-2631","737","1.00","908.27","1099.00","989.10","2022-03-31","204"
"CONS1-2632","8242","2.00","340.00","399.00","359.00","2022-03-31","204"
"CONS1-2633","597","3.00","313.04","360.00","325.00","2022-03-31","204"
"CONS1-2634","657","3.00","155.74","199.00","175.12","2022-03-31","204"
"CONS1-2635","9519","33.00","4.60","15.00","10.00","2022-03-31","204"
"CONS1-2636","9518","7.00","14.00","30.00","20.00","2022-03-31","204"
"CONS1-2637","6757","4.00","46.00","75.00","56.00","2022-03-31","204"
"CONS1-2638","9524","14.00","25.50","45.00","35.00","2022-03-31","204"
"CONS1-2639","5912","193.00","41.37","65.00","46.00","2022-03-31","204"
"CONS1-2640","6681","4.00","230.00","320.00","275.00","2022-03-31","204"
"CONS1-2641","7708","2.00","71.20","89.00","81.00","2022-03-31","204"
"CONS1-2642","9327","2.00","8.07","10.00","10.00","2022-03-31","204"
"CONS1-2643","2970","4.00","259.31","295.00","265.00","2022-03-31","204"
"CONS1-2644","3850","2.00","44.45","50.00","47.50","2022-03-31","204"
"CONS1-2645","3711","36.00","173.25","210.00","189.00","2022-03-31","204"
"CONS1-2646","3674","4.00","38.40","45.00","43.00","2022-03-31","204"
"CONS1-2647","3786","3.00","35.00","45.00","41.00","2022-03-31","204"
"CONS1-2648","3672","2.00","46.93","55.00","52.25","2022-03-31","204"
"CONS1-2649","3753","12.00","29.09","45.00","42.75","2022-03-31","204"
"CONS1-2650","3818","2.00","107.25","130.00","117.00","2022-03-31","204"
"CONS1-2651","3719","18.00","33.80","40.00","38.00","2022-03-31","204"
"CONS1-2652","3819","1.00","37.50","60.00","40.00","2022-03-31","204"
"CONS1-2653","3668","4.00","82.65","95.00","90.00","2022-03-31","204"
"CONS1-2654","3754","1.00","139.20","160.00","150.00","2022-03-31","204"
"CONS1-2655","3812","1.00","45.00","60.00","55.00","2022-03-31","204"
"CONS1-2656","3589","3.00","23.33","28.00","26.60","2022-03-31","204"
"CONS1-2657","3587","5.00","65.60","80.00","75.00","2022-03-31","204"
"CONS1-2658","3584","2.00","50.00","60.00","55.00","2022-03-31","204"
"CONS1-2659","3665","4.00","52.20","60.00","57.00","2022-03-31","204"
"CONS1-2660","3776","6.00","40.00","45.00","42.75","2022-03-31","204"
"CONS1-2661","3793","219.00","8.70","10.00","9.50","2022-03-31","204"
"CONS1-2662","5582","4.00","52.20","60.00","57.00","2022-03-31","204"
"CONS1-2663","3789","10.00","28.50","32.00","30.40","2022-03-31","204"
"CONS1-2664","3759","1.00","30.00","40.00","38.00","2022-03-31","204"
"CONS1-2665","3703","11.00","35.55","40.00","38.00","2022-03-31","204"
"CONS1-2666","3736","5.00","71.12","80.00","76.00","2022-03-31","204"
"CONS1-2667","3730","1.00","73.95","85.00","80.75","2022-03-31","204"
"CONS1-2668","3758","4.00","95.70","110.00","104.50","2022-03-31","204"
"CONS1-2669","3749","6.00","82.65","95.00","90.25","2022-03-31","204"
"CONS1-2670","3765","4.00","53.34","60.00","57.00","2022-03-31","204"
"CONS1-2671","3731","4.00","65.25","75.00","71.25","2022-03-31","204"
"CONS1-2672","3755","5.00","73.95","85.00","80.75","2022-03-31","204"
"CONS1-2673","3796","5.00","82.65","95.00","90.25","2022-03-31","204"
"CONS1-2674","3745","3.00","22.30","25.00","25.00","2022-03-31","204"
"CONS1-2675","3692","14.00","196.72","215.00","202.00","2022-03-31","204"
"CONS1-2676","3794","1.00","11.63","15.00","13.75","2022-03-31","204"
"CONS1-2677","3752","1.00","36.80","45.00","40.50","2022-03-31","204"
"CONS1-2678","3791","18.00","29.39","33.00","31.25","2022-03-31","204"
"CONS1-2679","3821","9.00","38.02","45.00","42.50","2022-03-31","204"
"CONS1-2680","3825","1.00","54.17","65.00","61.75","2022-03-31","204"
"CONS1-2681","3692","12.00","196.72","215.00","202.00","2022-03-31","204"
"CONS1-2682","3852","15.00","152.54","180.00","90.00","2022-03-31","204"
"CONS1-2683","3774","39.00","16.65","45.00","22.50","2022-03-31","204"
"CONS1-2684","3675","4.00","78.30","90.00","85.00","2022-03-31","204"
"CONS1-2685","3670","2.00","78.30","90.00","85.00","2022-03-31","204"
"CONS1-2686","3750","2.00","45.72","60.00","57.00","2022-03-31","204"
"CONS1-2687","3671","1.00","57.24","70.00","63.00","2022-03-31","204"
"CONS1-2688","3829","3.00","270.84","325.00","299.00","2022-03-31","204"
"CONS1-2689","3664","1.00","53.34","60.00","58.00","2022-03-31","204"
"CONS1-2690","3797","4.00","18.00","20.00","19.00","2022-03-31","204"
"CONS1-2691","3840","17.00","22.82","27.00","25.00","2022-03-31","204"
"CONS1-2692","3820","1.00","45.83","55.00","52.25","2022-03-31","204"
"CONS1-2693","3747","4.00","17.10","20.00","20.00","2022-03-31","204"
"CONS1-2694","3787","2.00","53.34","60.00","57.00","2022-03-31","204"
"CONS1-2695","3815","2.00","69.60","80.00","75.00","2022-03-31","204"
"CONS1-2696","7754","1.00","75.00","90.00","85.50","2022-03-31","204"
"CONS1-2697","3718","147.00","156.33","185.00","166.50","2022-03-31","204"
"CONS1-2698","7764","3.00","53.34","60.00","57.00","2022-03-31","204"
"CONS1-2699","3707","1.00","54.17","65.00","61.75","2022-03-31","204"
"CONS1-2700","7746","3.00","83.33","100.00","95.00","2022-03-31","204"
"CONS1-2701","3699","1.00","8.69","10.00","10.00","2022-03-31","204"
"CONS1-2702","3700","3.00","34.79","40.00","38.00","2022-03-31","204"
"CONS1-2703","3698","11.00","8.69","10.00","10.00","2022-03-31","204"
"CONS1-2704","3697","7.00","8.69","10.00","10.00","2022-03-31","204"
"CONS1-2705","3696","12.00","8.69","10.00","10.00","2022-03-31","204"
"CONS1-2706","3826","8.00","37.51","45.00","42.75","2022-03-31","204"
"CONS1-2707","8187","1.00","58.34","70.00","66.50","2022-03-31","204"
"CONS1-2708","3702","2.00","16.90","20.00","19.00","2022-03-31","204"
"CONS1-2709","8473","2.00","25.35","30.00","28.50","2022-03-31","204"
"CONS1-2710","3701","2.00","34.79","40.00","38.00","2022-03-31","204"
"CONS1-2711","3777","1.00","53.34","60.00","57.00","2022-03-31","204"
"CONS1-2712","7751","1.00","33.33","40.00","38.00","2022-03-31","204"
"CONS1-2713","3849","15.00","126.75","150.00","120.00","2022-03-31","204"
"CONS1-2714","3806","14.00","59.15","70.00","66.50","2022-03-31","204"
"CONS1-2715","7070","1.00","12.80","15.00","14.00","2022-03-31","204"
"CONS1-2716","3785","7.00","169.65","195.00","185.00","2022-03-31","204"
"CONS1-2717","3784","1.00","115.94","130.00","123.50","2022-03-31","204"
"CONS1-2718","3748","4.00","82.65","95.00","90.00","2022-03-31","204"
"CONS1-2719","10218","1.00","126.15","145.00","137.75","2022-03-31","204"
"CONS1-2720","3728","7.00","8.00","10.00","10.00","2022-03-31","204"
"CONS1-2721","3581","1.00","50.00","65.00","61.75","2022-03-31","204"
"CONS1-2722","3835","5.00","8.44","10.00","10.00","2022-03-31","204"
"CONS1-2723","3838","4.00","31.12","35.00","34.00","2022-03-31","204"
"CONS1-2724","3586","1.00","454.17","545.00","517.75","2022-03-31","204"
"CONS1-2725","3709","14.00","82.00","100.00","95.00","2022-03-31","204"
"CONS1-2726","3778","1.00","25.64","30.00","30.00","2022-03-31","204"
"CONS1-2727","3733","6.00","15.66","18.00","17.00","2022-03-31","204"
"CONS1-2728","3725","10.00","8.55","10.00","10.00","2022-03-31","204"
"CONS1-2729","3816","3.00","73.08","84.00","79.84","2022-03-31","204"
"CONS1-2730","8940","4.00","91.35","105.00","99.75","2022-03-31","204"
